2-Dehydro-3-deoxy-arabino-heptonate-7P	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	536721.19	270341.22	541536.5	532774.31	576792.44	571712.88	610580.5	571784.19	909009.31	419748.28	514434.97	750948.25	802612.06	800703.56	708372.56	922812.5	725031.19	1060067.12	634900.06	555098.56	950539.56	795857.56	852675.75	729748.19	879165.19	1059093.25	1154024.38	543825.25	705410	806931.5	1138539.62	797567.69	833448.5	1045326.25	1207406.25
C13-label-1	19730.41	3791.87	7910.14	7884.83	20516.72	10902.5	12187.32	20911.64	37565.98	12736.32	13620.48	23692.19	15276.44	25260.66	18364.79	28397.51	31037.3	0	19550.38	13068.59	39159.66	25188.63	29231.46	19636.82	30206.2	37589.97	33734.36	15840.86	19937	18684.62	36747.52	28565.25	18172.1	32094.52	38769.91
C13-label-2	47377.34	21712.21	29477.88	47208.92	49431.53	48034.15	41500.5	64624.27	50862.76	49810.89	52451.69	50917.54	60500.72	58614.2	52328.81	55137.48	63570.41	53612.69	54255.54	60232.32	62036.33	61089.82	63947.12	58220.52	61860.08	73112.28	69152.6	66187.27	73731.64	68014.91	63862.22	71508.03	74622.56	71641.31	51332.59
C13-label-3	1285717.75	638461.06	924973.56	1149967.38	1153614.12	1265815.5	1323949.5	1395336.5	1416008.38	1401744.38	1316811.88	1407403	1540832.38	1463630	1501241.12	1493336.88	1539994.62	1597060	1471771	1466400.12	1557234.62	1563994.12	1673692.12	1580633.38	1593814.12	1701324.88	1634435.38	1737732.12	1546357.62	1800337.5	1505407.38	1837834	1681192.38	1609811.12	1630423.5
																																			
GTP	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	2057025.12	531094.06	2240504	3731314.25	1638696.38	1847467.62	2009264.62	2078965	1198864.12	1479729.38	1079187.12	1806767.5	1920257.12	1354936.12	1391282.62	1967481.5	3257736.75	3013070.25	2106912.75	1085921.5	2131821.25	2369742.75	1382362.38	872178.94	2235419.75	2094603	895986.69	1579416.62	4693630.5	4147659.25	7490906.5	6243165.5	2138288	9206252	1950834.12
C13-label-1	241330.45	52672.19	269166.47	412584.47	204414.75	184055.95	227373.08	244513.56	137285.22	190021.19	173221.8	221551.11	243383.5	165491.55	180194.45	262516.62	371719.59	375774.25	271703.41	110132.41	216611.39	310726.81	173855.14	110311.19	283812.81	260849.67	0	199382	538627.19	480413.03	898508.56	775442.19	239215.67	1077486.88	166890.25
C13-label-2	45660.14	6965.27	73429.55	115399.85	29697.59	49043.73	46053.96	61747.72	32588.49	39412.24	34929.47	67343.21	54112.59	50911.89	45050.95	38770.66	111012.59	109503.19	64847.77	18866.91	45285.04	81039.85	41179.92	22941.53	72995.13	79870.09	8845.47	64271.67	145081.7	131856.77	296968.81	226454.8	72872.02	330515.72	47283.26
C13-label-3	12747.22	0	0	0	0	0	7900.79	0	6959.61	5686.11	0	8628.12	0	0	0	6371.95	14316.89	0	0	0	4495.56	0	6280.97	0	16600	0	0	0	0	0	10317.33	8075.94	0	15671.61	0
C13-label-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7556.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-6	4885.11	0	0	7177.56	0	0	0	0	0	0	0	6588.59	0	0	0	7509.56	0	0	7887.79	0	5948.11	7227.49	6487.79	0	0	7207.88	0	0	0	0	0	6220.53	0	0	0
C13-label-7	17915.6	0	4831.33	12516.55	5675.3	7924.85	6231.71	14827.15	19304.22	8559.12	7325.2	0	6890.3	8497.06	21331.56	9142.9	19979.02	8922.35	12699.45	8525.66	7735.9	17025.18	8919.5	6426.72	9907.51	13141.7	10042.64	6095.11	9216.76	7882.09	14779.21	8987.76	0	11052.01	9830.44
C13-label-8	152686.47	71473.69	117258.2	102394.73	109343.52	103533.53	127991.02	167037.08	127644.79	144403.52	116195.12	121674.71	159059.59	118059.9	164358.58	121525.62	154385.61	173655.08	155677.33	114789.66	148502.91	153484.67	185586.25	128555.38	153037.61	163638.94	125999.4	166607.11	163484.8	128515.46	188970.5	133027.45	158840.8	212422.12	158867.44
C13-label-9	1191912.62	414057.16	785866.19	897236.31	804226.81	986807.81	1004368	993233	1107940.62	930487.06	928686.56	1006170	1099146.88	1031455.06	1107513.62	1209303.12	1175160.38	1197720.5	980830.19	1173176	1224202.62	1090554	1215069	876587	1228839.38	1196876.38	1039931.75	1150124.5	1348717.62	960701.31	1214331.12	1109001	1205737.12	1448645	1303051.5
C13-label-10	3085599	1150450.38	1938694	2515680.25	1898079	2421425.5	2434555.75	2536837.75	2724259.5	2375877.75	2303197.75	2608911.75	2680299	2602010	2766001.25	2795526	3107609	2816749.25	2724333	2899136	2987896	2764036.25	3157501.25	2217916	3094976	3299552.75	2764239	2974937.25	3322832.75	2467005.25	3090971.75	2863061	2921608.75	3767457	3140029.75
																																			
HMBPP	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	37711.12	6778.13	4647.47	19185.15	66917.54	73281.75	5401.92	9743.92	7609.51	6505.2	4890.61	19289.69	14816.93	49339.29	314693.66	9972.28	17180.54	20885.64	4785.24	6347.38	40844.7	68104.09	99804.16	74188.23	70591.16	5317.32	5821.05	14832.81	4667.54	6583.57	26157.1	10754.96	4182.47	53252.33	6799.85
C13-label-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7126.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-2	0	0	0	0	0	0	0	0	0	0	0	7121.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-3	0	0	0	0	0	0	152047.44	0	0	0	0	134531.73	0	126535.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65659.44	0	0	0	0	0	0
C13-label-4	6163.95	0	0	3420.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7440.95	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-5	15680.63	4317.82	5565.82	10151.5	4727.69	5939.98	7667.74	7432.56	5229.81	7512.66	4546.22	10271.86385	12165.79	5994.46	5496.17	10723.75	13281.72	29227.41	27171.13	10636.86	8932.82	12855.8	7016.06	6681.75	13658.86	11940.99	12512.46	10589.17	22758.34	4119.92	13342.8	16535.39	10020.65	12474.92	9621.7
																																			
Homocysteine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	4349.59	13044.69	27549.76	37669.32	18930.82	33952.04	55589.35	62915.03	159553.89	3032.26	22427.35	17155.72	16211.6	26053.56	86069.82	119632.44	44472.87	246629.94	9611.45	31370.79	17518.37	22310.63	24299.28	95500.32	78356.05	65284.28	359390.66	12383.41	9855.82	14772.21	57969.07	50221.02	28424.28	55846.55	32024.8
C13-label-3	0	0	0	0	14053.63	0	6051.28	7664.66	0	5686.18	12231.78	13032.35	0	8912.76	11994.26	17522.32	8876.24	0	0	0	5924.06	0	8862.41	7137.96	0	0	0	0	0	0	0	6432.42	0	8605.21	0
C13-label-4	33944.39	45716.22	150024.2	95483.69	103148.88	79117.86	54657.38	90392.68	42086.55	21125.9	39741.66	54102.52	66817.82	54278.61	86529.65	46820.56	30789.88	20766.52	48029.44	80385.26	66290.76	50282.07	88947.38	93731.47	44297.89	13702.17	74225.41	43980.05	42758.17	44412.71	35851.68	92465.55	40383.62	51532.86	43172.04
																																			
IMP	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	237551.58	65190.82	77954.62	100084.87	56265.39	153885.56	132330.44	134409.22	330636.03	153583.59	173119.33	158928.06	125591.7	81443.27	202522.56	240220.3	152577.45	173052.45	260820.62	184349.56	151556.67	213234	82663.34	150063.02	219489.77	170870.41	394015.84	269317.91	342909.38	281456.59	467631.78	390822	361823.22	379931.53	372754.5
C13-label-1	23280.07	0	4755.54	7085.47	0	7687.7	6561.47	8679.87	32409.55	13587.85	5910.69	8540.02	4357.89	4356.59	16108.35	7765.4	6089.81	13523.28	33980.32	12702.27	15007.38	5265.54	0	9700.35	22047.85	12751.42	46392.94	25719.08	33106.44	21998.8	45364.12	0	48315.34	49232.62	24357.77
C13-label-2	0	0	0	0	0	0	0	0	0	0	4379.29	0	0	0	0	5275.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3754.45	0	0	0	4235.1
C13-label-3	2810.07	0	0	0	0	0	0	0	4744.41	0	0	0	0	4017.41	0	3907.77	5193.44	0	0	0	0	4772.59	0	0	4281.16	4058.72	18598.68	4155.49	5631.69	6693.57	11571.95	26659.71	0	6186.28	7953.24
C13-label-4	0	0	0	0	0	0	0	0	4388.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-8	5138.1	4738.9	0	4010.79	0	0	0	0	0	0	0	0	0	0	0	0	4267.04	5174.52	0	0	4616.53	0	4374.53	0	0	0	0	0	0	4280.5	3910.72	5740.21	6314.88	0	0
C13-label-9	61286.31	20136.63	28292.06	54713.66	31771.66	42565.89	28492.45	44795.39	57132.34	53871.84	65957.61	55169.77	52377.79	53805.89	63953.67	57123.58	63790.44	62215.09	74144.54	63682.07	73120.09	58088.29	63249.68	61387.5	47774.16	74162.31	64819.24	70200.62	76760.61	63941.06	71528.69	67207.43	82584.58	83663.97	74357.77
C13-label-10	157824.95	61741.22	96171.98	88862.66	76061.07	130150.56	122273.88	148656.88	136268.31	111624.09	119469.09	146833.69	133545.08	146947.75	133235.95	147522.33	151600.03	174988.23	160899.95	161274.98	136223.2	136398.2	166839.56	142859.27	164761.09	171354.67	156477.86	192593.38	183492.38	120880.45	163471	202982.12	185707.5	178562.58	181108.56
																																			
IPP/DMAPP	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	121790.75	18640.99	51845.42	92027.2	110260.84	230352.58	139004.88	170077.77	159986.44	125986.46	63738.24	81565.23	104326.38	150325.95	289441.91	220682.23	204204.45	223771.2	158771.64	75204.85	73479.71	80922.07	124702.73	216580.48	226297.25	299091.19	154912.67	244946.14	404015.28	353510.91	330750.53	446084.16	361291.75	483355.34	202211.61
C13-label-1	0	0	0	0	0	0	6568	0	4345.4	0	0	0	5769.89	5473.76	0	6778.11	5499.96	6268.98	5438.65	0	0	0	0	5242.38	6628.14	4787.72	0	11202.06	8523.64	7722.96	12890.64	0	7184.25	19652.53	0
C13-label-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4660.52	0
C13-label-4	0	0	4547.33	0	4994.3	0	6036.48	0	0	5219.34	0	6055.13	0	4961.31	4491.28	5246.07	4781.41	0	0	0	0	0	6755.78	0	0	4924.97	4813.22	4829.53	0	6391.99	0	0	0	4894.38	0
C13-label-5	100968.84	38104.29	72227.49	98599.98	77881.48	113124.62	114052.44	123151.35	143958.05	102920.12	94192.7	121237.2	114104.62	110676.41	119513.96	125692.48	168056.95	156289	79539.13	152791.3	147162.58	168207.75	146355.52	114388.23	150836.36	137377.09	117489.27	149214.27	148952.38	137065.52	148310.05	160647.47	169109.88	165444.05	159614.23
																																			
Isoleucine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	4823293.5	5830740	15747561	20372216	12371920	10894564	5715016	9497049	12652709	2778450.25	6802726.5	7941502.5	11643415	9463010	16301923	12474129	7617034	19619298	4018169	4325059.5	8197638.5	17501480	19884846	18217594	11893720	9238679	13978531	2570666.75	5760226.5	7326113.5	13317439	5553201.5	4640529	7496681.5	9556545
C13-label-1	311611.06	359455.75	1006919.94	1300114.5	761395.56	677376.94	371950.5	593570.5	867816.31	189739.11	425662.78	535241	739301.75	645064.44	1121346.62	818795.06	515283.09	1315056.88	262357.38	294745.78	546387.12	1188131.12	1397914.12	1186467.5	718019.06	598964.25	904311.5	163613.3	383622.25	497456.66	876593	369950.12	290431.28	517331.09	642250
C13-label-2	3244.5	3145.17	36409.23	33548.83	17958.05	16087.89	3217.43	16853.83	23878.68	2593.99	4397.78	11734.77	16645.44	14153.71	21672.54	25857.59	14060.93	25301.66	2798.26	6960.19	14544.03	29988.09	46436.41	28440	11928.16	8611.28	21469.62	0	7142.4	10225.28	22582.86	3756.54	3433.61	9827.19	20022.39
C13-label-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2387.43	0	0	0	0	0	0	0	0	0	0
C13-label-4	10062.25	17181.92	13008.46	10144.61	11607.03	0	4496.84	7936.81	8991.66	7445.74	10035.94	8730.65	5209.9	0	18135.5	5306.35	7775.48	17178.46	7637.26	6928.08	8481.67	0	5291.67	13973.97	13246.43	5419.72	8488.2	7536.24	4401.44	13697.54	9234.98	15575.16	4444.33	6753.76	9008.47
C13-label-5	160483.08	176355.62	185970.33	147865.39	113969.55	113534.77	83202.66	168196.75	178798.95	97937.09	185388.94	88724.12	103934.94	101278.19	188188.62	179825.05	127416.97	179830.36	100907.09	97402.55	109223.71	132952.28	182338.81	204429	107289.73	114992.51	172751.78	98413.18	137643.84	187297.17	183384.39	175624.12	115000.19	113888.71	93607.44
C13-label-6	901334.94	934551	1076439.88	953315.19	607781	737795.5	539230.81	1104713.38	1062558.62	627415.06	968943.25	619801.94	605010.19	578255.06	1155808.38	1101473	666265.56	1069800.38	672955.75	650834.44	588151.69	817536.31	1145121.38	1175308.12	629352.19	764578.19	1099275.12	679744.88	755676.31	1154708	1075866.38	1110763.88	629765.62	749417.5	630765.19
																																			
KDPG	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	23811450	9534843	13327691	15930243	11739525	21029568	21065030	22602166	59537004	17137886	27100470	26347422	25287334	26450466	32870746	40965404	30969686	56692988	29282854	25708642	26057600	22293326	19843422	20845576	32890594	46769376	62100468	26895014	50635572	51800352	66911712	61205228	70585240	77249240	56318160
C13-label-1	1682424.88	645638.75	888338	1103586.62	789869.31	1462754.38	1461898.62	1642415.88	4206797.5	1283604	1869893	1934132.38	1917645	1896271.38	2421950	2856561.25	2203124.25	4004026.75	2081854.38	1774382.38	1885393	1585213.62	1386630.12	1393496.12	2207691.5	3282757	4375253	1893189.12	3313864.75	3631379	4801291.5	4349252.5	5089380	5282768.5	4033644.25
C13-label-2	0	96893.95	0	0	0	0	0	0	0	0	163224.77	0	286005.25	163105.89	205126.67	0	510717.09	0	378160.09	437809.62	490166.03	402768.5	437898.84	214892.38	381608.75	329613.53	368753.75	484842.22	940762.75	974143.06	1220478.12	392705.66	1373563	1342380.38	692316.69
C13-label-3	0	10336.96	5630.74	5999.05	7704.44	8035.78	20895.79	14279.58	40392.84	7581.19	15559.45	14754.15	17271.37	20098.94	36399.17	10948.98	27783.51	27127.45	27629.69	19268.35	25977.54	16518.56	34583.56	12845.65	27999.52	50092.79	71679.07	31320.44	49609.58	57638.09	62319.44	65914.23	78345.13	96398.31	60242.41
C13-label-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-5	8260.53	0	6826.88	17876.81	6938.69	16143.16	8947.07	9749.66	6566.04	5613.3	14885.9	14663.89	20308.68	7872.99	9219.05	39495.31	6372.53	10678.21	20832.98	15220.03	20764.01	20177.34	16022.55	21446.7	18284.8	13214.98	8769.01	17412.04	21380.29	20168.51	20007.41	32912.89	13472.12	8224.28	20656.63
C13-label-6	239080.86	78462.66	154048.64	170508.11	166765.2	215842.05	220826.55	255244.36	295592.44	217423.8	201489.17	255780.11	267032.84	246356.92	253305.17	289151.19	299297.22	351324.12	287463.41	289371.38	296118.12	290731.78	314430.41	205874.14	321572.78	314426.34	268837.47	253656.98	320291.66	283159.03	328968.91	351049.34	367472.66	331330.16	343132.91
																																			
Leucine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	1699171.62	1424214.12	1249373.5	2140340	1055421.12	1879253.62	2206225.5	3487369.25	5202944	917818.06	1920306	910966.06	1076099.38	1221946.5	3299170.75	4276343.5	2187193.75	4374325.5	1182606.62	1349516.62	812800.5	1243702.88	1397717.88	3136313.75	2260195.25	2731616.75	5531426.5	1241112.62	1218434.88	2409463	3197811.75	2214818.5	1505651	2668125.25	2297692
C13-label-1	100331.85	89483.19	87282.78	134160.38	97095.52	113675.05	129230.9	203864.62	339242.97	63190.82	104878.5	59433.92	83180.01	71344.54	219623.2	262593.41	137310.81	311597.62	73705.16	84719.13	76939.18	101957.49	126749.98	166786.17	151105.2	189493.45	332966	83769.6	74730.66	168534.2	195969.05	141335.14	92904.87	179715.3	135119.36
C13-label-2	2474.5	0	0	0	2621.44	0	0	0	3493.57	0	0	0	0	0	2519.49	4562.7	2972.11	3170.83	0	0	0	0	0	6213.79	4487.33	2251.2	2879.01	0	0	0	3249.08	3184.62	0	0	2550.74
C13-label-4	14177.12	19430.62	17894.01	15069.92	0	7869.59	7974.07	28926.72	11969.18	14355.3	11745.35	0	6063.75	0	9876.07	23424.54	18244.87	14724.91	5896.34	14101.14	11845.04	14941.42	16703.75	20760.04	11653.56	7125.14	15133.38	14148.74	13239.8	15508.6	16284.75	21509.22	10741.37	0	14390.96
C13-label-5	55077.86	70071.17	66821.18	48846.72	36437.18	41729.75	35695.07	80153.74	66740.94	39654.38	53073.14	34595.47	35847.71	0	67431.76	61082.69	37173.46	73827.23	40257.02	46341.77	38585.62	47353.35	71799.66	65375.76	37844.19	46929.89	61109.62	60197.73	54660.18	62633.53	54126.43	77729.02	40985.9	48417.98	0
C13-label-6	696927.56	792613.5	854714.94	785045.44	501502.16	445967.88	486047.78	899195.75	866289.19	473075.16	749738.06	479742.75	495173.88	555161.94	879890.06	964479.19	487640.25	923380.69	527305.19	621790.5	477280.88	617267.5	908296.25	966082.06	488450.88	490756.66	850152.19	621506.88	607640.69	887737.06	860891.5	967312.5	448410.09	673701	715419.19
																																			
Malate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	6828572.5	4039068.75	4948180	5088533.5	3943879.25	5240101.5	4945900	5232570.5	7220055.5	5886001.5	5876772.5	6055330.5	5611919.5	5596408	6033792.5	6643672	6847294.5	8336651.5	8688219	7627611.5	6162620	7225549.5	5967397.5	5728736	7451784	8457381	9815682	7251860.5	8786533	9207575	13673977	11172975	10418897	12392563	13615036
C13-label-1	383632.84	257973.12	321453.09	286899.59	305491.28	325662.66	327247.72	326929.22	413853.59	344141.84	328508.53	356428.97	331447.47	315252.84	415794.88	409554.28	421386.91	490045.38	471485.16	456431.59	443035	449039.5	391553.25	375283.97	438042.62	439972.91	524188.91	436219.78	515158.38	494001.75	647826	599263.81	569460.94	609623.94	681528.12
C13-label-2	903372.06	592855.31	966181	788262.31	931426.69	1003638.69	1056468.38	1193117.38	1153612.62	999685.06	705819.31	990724.69	847506.81	740575.19	1338285	1162116.88	1223936.25	1113861	1042173.94	1359529.38	1166202.25	1316663.62	1235079.38	1177630.62	1270133.88	931025.69	1113274.88	1334724.12	1237384.38	920122.94	868787	1118478.38	1054837.12	980031.44	913590.19
C13-label-3	12219033	8174440	12205280	11462132	12199387	13386035	14622149	15627343	13663272	12656564	10216808	12110841	11810769	10004792	16263492	14826221	15082684	13998803	13156703	18106278	17091870	17041818	16921818	15191173	16763595	12015232	15637065	16488192	15157419	12810349	10842232	14049861	14183256	12696983	11140144
C13-label-4	55760324	37024024	56065100	53117440	57217052	59389172	68248328	73979488	66401728	60182644	47929588	56323956	54069548	47897884	77681704	69854624	70648600	65568180	59685452	82507568	76901096	78424424	78040632	69150936	78281064	57483444	72061128	77771832	72083008	60320692	52363232	66362892	66306516	59601732	51542348
																																			
MEP	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	83610.48	23440.19	44646.62	84673.66	96084.1	65756.02	50251.52	63116.4	91895.12	77449.42	115233.75	116637.98	137575.5	78868.42	80338.34	91673.05	98567.29	75546.59	96192.62	91302.34	114888.47	116126.38	115811.85	98297.34	43623.82	119993.87	94036.59	99134.59	93851	143448.62	115816.66	151093.83	128941.46	138703.75	60728.78
C13-label-1	2754.42	0	0	0	0	0	0	2768.11	0	4329.79	0	3384.29	3566.53	0	3766.81	0	0	0	0	0	3438.87	4276.05	3844.47	0	0	0	0	0	3589.25	0	0	0	6078.18	0	0
C13-label-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4342.71	0	4433.98	0	0	0	4259.38	0	0	3700.97	0	0	0	0	0
C13-label-5	58093.98	32602.03	36058.6	41849.38	35933.42	55188.27	45851.28	49837.86	37403.82	41954.6	49660.83	58183.59	54173.23	61254.39	69261.89	47798.34	65381.49	48112.74	59831.38	53525.35	61270.69	56660.28	55323.96	62969.89	56286.81	66390.48	63141.7	65655.1	56996.07	71291.95	50949.8	72699.66	58055.25	64166.83	65996.61
																																			
Methionine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	283414.41	228243.05	254800.31	234664.33	133434.67	194739.33	224383	247347.08	272248.62	193892.75	281648.84	192747.67	126104.74	183878.62	240658.83	307218.91	182597.67	226886.19	317243.53	181546.61	160258.81	237071.14	242784.42	256484.98	245148.05	311981.59	266744.94	398006.88	469338.38	424639.97	757047.69	628503.56	451108.41	510054.72	408272.78
C13-label-2	0	0	0	0	4128.88	0	0	0	0	15926.75	0	0	0	0	0	0	0	0	0	14700.1	0	0	0	0	0	13755.31	0	0	0	10456.62	0	0	0	17185.5	0
C13-label-3	0	3927.57	0	3568.16	2266.59	0	0	3267.87	4200.89	0	0	0	0	0	0	2739.74	0	0	0	4032.28	0	2989.65	0	0	0	0	0	3198.86	0	0	0	0	3419.38	3311.6	3420.08
C13-label-4	74012.54	73255.12	102488.22	88808.41	54948	81610.52	76577.96	108564.31	90942.84	43034.68	94322.9	67613.25	66218.37	69815.02	88658.71	90567.03	61558.84	102371.25	75292.72	67723.48	78630.13	92539.88	95515.71	108099.71	93369.26	85891.21	86160.75	81783.96	81861.44	62954.95	82567.83	111909.79	81783.59	83517.46	63881.8
C13-label-5	339486.66	284797.41	386888.75	379491.91	247463.58	353920.62	317995.66	438436.09	414266.75	258441.12	334779.69	267566.38	254982.42	299313.38	437093.47	407075.03	297466.19	418248	315566.09	302256.34	308976.03	320294.03	404133	473174.03	320492.97	351456.84	405616.75	329574.78	356976.22	307114.72	388642	446430.5	351279.09	314386.66	280048
																																			
